GeneID	Type	Chromosome	Start	End
HLA-DPA1,HLA-DPB1,nonCoding36066,nonCoding36067,nonCoding36064,nonCoding36063	Gene	chr6	32976914	33103727
GRM4	Gene	chr6	34099872	34109872
BRPF3	Gene	chr6	36180653	36190653
nonCoding36119	Noncoding	chr6	36574391	36594391
nonCoding36228	Noncoding	chr6	40831028	40841028
nonCoding36243,TREML1,TREM2	Gene	chr6	41098709	41138709
nonCoding36249	Noncoding	chr6	41287310	41297310
BICRAL	Gene	chr6	42782412	42792412
nonCoding36270	Noncoding	chr6	43339849	43359849
RUNX2	Gene	chr6	45473492	45483492
RCAN2	Gene	chr6	46283022	46293022
nonCoding36374	Noncoding	chr6	47280234	47300234
ADGRF4,ADGRF2	Gene	chr6	47663884	47683884
PTCHD4	Gene	chr6	47912408	47922408
nonCoding36433	Noncoding	chr6	48747075	48757075
TRAM2,EFHC1	Gene	chr6	52386398	52396398
ICK,FBXO9	Gene	chr6	52918146	52928146
GCLC	Gene	chr6	53443937	53453937
LRRC1	Gene	chr6	53764852	53774852
COL21A1	Gene	chr6	55934538	55960830
COL21A1	Gene	chr6	55996932	56006932
DST	Gene	chr6	56508217	56518217
DST	Gene	chr6	56652924	56700244
ZNF451	Gene	chr6	56962796	56972796
RAB23	Gene	chr6	57067311	57077311
nonCoding36778	Noncoding	chr6	63360179	63370179
nonCoding36801,nonCoding36802,nonCoding36803	Noncoding	chr6	63665624	63706224
nonCoding36807	Noncoding	chr6	63767997	63777997
nonCoding36809	Noncoding	chr6	63787997	63797997
nonCoding36813	Noncoding	chr6	63831935	63841935
EYS	Gene	chr6	65294337	65304337
EYS	Gene	chr6	66157331	66167331
nonCoding36920	Noncoding	chr6	67987247	67997247
nonCoding36928	Noncoding	chr6	68154020	68164020
nonCoding36931	Noncoding	chr6	68208059	68218059
nonCoding36975	Noncoding	chr6	69033805	69043805
FAM135A	Gene	chr6	71170459	71180459
nonCoding37031	Noncoding	chr6	71798321	71808321
RIMS1	Gene	chr6	72833248	72843248
RIMS1	Gene	chr6	72847482	72857482
RIMS1	Gene	chr6	72932471	72942471
nonCoding37084,nonCoding37085,nonCoding37086	Noncoding	chr6	73209912	73239912
nonCoding37090	Noncoding	chr6	73295838	73305838
KCNQ5	Gene	chr6	73418370	73428370
KCNQ5	Gene	chr6	73806892	73826892
nonCoding37163,nonCoding37162	Noncoding	chr6	75632705	75696715
nonCoding37188	Noncoding	chr6	76923125	76943125
nonCoding37201	Noncoding	chr6	77111723	77121723
nonCoding37247	Noncoding	chr6	77754811	77764811
nonCoding37308	Noncoding	chr6	78871336	78881336
IRAK1BP1	Gene	chr6	79582971	79716745
nonCoding37390	Noncoding	chr6	80457885	80467885
nonCoding37420	Noncoding	chr6	81217545	81227545
FAM46A	Gene	chr6	82451190	82461190
nonCoding37593	Noncoding	chr6	85324243	85334243
nonCoding37674	Noncoding	chr6	86825159	86845159
GJB7	Gene	chr6	88016183	88026183
nonCoding37755	Noncoding	chr6	88691180	88701180
nonCoding37760	Noncoding	chr6	88784202	88794202
RNGTT	Gene	chr6	89386389	89406389
nonCoding37987,nonCoding37990	Noncoding	chr6	93501768	93561023
nonCoding38049	Noncoding	chr6	94591506	94601506
nonCoding38066	Noncoding	chr6	94824223	94834223
nonCoding38105	Noncoding	chr6	95444313	95454313
nonCoding38111	Noncoding	chr6	95517331	95527331
nonCoding38146	Noncoding	chr6	96262396	96272396
FUT9	Gene	chr6	96504110	96514110
FBXL4	Gene	chr6	99383658	99393658
nonCoding38451	Noncoding	chr6	103235021	103255021
nonCoding38483	Noncoding	chr6	103786835	103796835
nonCoding38486	Noncoding	chr6	103840394	103850394
nonCoding38497	Noncoding	chr6	104053761	104063761
nonCoding38568	Noncoding	chr6	105146407	105156407
nonCoding38582,nonCoding38583,nonCoding38584,nonCoding38585,nonCoding38586,nonCoding38587	Noncoding	chr6	105868691	105949479
OSTM1	Gene	chr6	108332613	108391590
ARMC2	Gene	chr6	109200805	109210805
nonCoding38701,nonCoding38700	Noncoding	chr6	110317230	110347230
DDO	Gene	chr6	110703059	110713059
nonCoding38797	Noncoding	chr6	113334796	113344796
nonCoding38897	Noncoding	chr6	115250130	115289662
nonCoding38902,nonCoding38903,nonCoding38904,nonCoding38905,nonCoding38906,nonCoding38907,nonCoding38908,nonCoding38909,nonCoding38910	Noncoding	chr6	115407551	115549743
nonCoding39021,nonCoding39022,CEP85L	Gene	chr6	118754011	118804011
nonCoding39095	Noncoding	chr6	120426356	120446356
nonCoding39117	Noncoding	chr6	120787255	120797255
nonCoding39180	Noncoding	chr6	122110348	122120348
nonCoding39261	Noncoding	chr6	124065900	124091805
nonCoding39277,nonCoding39278,nonCoding39279,nonCoding39281	Noncoding	chr6	125693193	125779059
nonCoding39307	Noncoding	chr6	126347717	126375370
nonCoding39321	Noncoding	chr6	126534681	126544681
nonCoding39350	Noncoding	chr6	126983708	126993708
PTPRK	Gene	chr6	128370830	128399937
PTPRK	Gene	chr6	128444560	128480371
PTPRK	Gene	chr6	128522189	128569771
PTPRK	Gene	chr6	128628333	128638333
nonCoding39423	Noncoding	chr6	129050376	129070376
LAMA2	Gene	chr6	129232254	129266393
LAMA2	Gene	chr6	129304463	129335574
SAMD3	Gene	chr6	130545780	130555780
nonCoding39501	Noncoding	chr6	131809161	131819161
ENPP1	Gene	chr6	132178919	132188919
nonCoding39604	Noncoding	chr6	134431519	134441519
PDE7B	Gene	chr6	136494557	136504557
MAP7	Gene	chr6	136765416	136775416
MAP7	Gene	chr6	136814285	136824285
IL20RA	Gene	chr6	137334186	137354186
nonCoding39730	Noncoding	chr6	137897638	137907638
TNFAIP3	Gene	chr6	138198534	138208534
ARFGEF3	Gene	chr6	138498236	138508236
ARFGEF3	Gene	chr6	138518236	138528236
nonCoding39772,ARFGEF3,SMIM28	Gene	chr6	138666686	138719607
nonCoding39980	Noncoding	chr6	142836249	142846249
UTRN	Gene	chr6	144721284	144752723
UTRN	Gene	chr6	144806246	144826246
EPM2A	Gene	chr6	145973925	145983925
NUP43	Gene	chr6	150042282	150052282
RAET1E	Gene	chr6	150205602	150215602
nonCoding40270	Noncoding	chr6	153838600	153848600
nonCoding40276	Noncoding	chr6	153912776	153932776
nonCoding40318	Noncoding	chr6	155030020	155065136
SCAF8	Gene	chr6	155125967	155145967
nonCoding40351	Noncoding	chr6	156092241	156102241
ARID1B	Gene	chr6	157469114	157479114
ZDHHC14	Gene	chr6	157769027	157839172
SNX9	Gene	chr6	158123847	158133847
SNX9	Gene	chr6	158151429	158161429
nonCoding40449	Noncoding	chr6	159565253	159575253
nonCoding40453	Noncoding	chr6	159725906	159735906
nonCoding40469	Noncoding	chr6	159944544	159954544
PRKN	Gene	chr6	161795759	161825759
QKI	Gene	chr6	163897108	163941296
nonCoding40622	Noncoding	chr6	165297627	165307627
nonCoding40676	Noncoding	chr6	167661029	167671029
nonCoding40690,nonCoding40691	Noncoding	chr6	168107639	168127639
nonCoding40709	Noncoding	chr6	168600567	168623499
nonCoding40720	Noncoding	chr6	169079956	169089956
nonCoding40728	Noncoding	chr6	169209422	169219422
DNAAF5	Gene	chr7	752465	849910
ZFAND2A,nonCoding40800,nonCoding40804	Gene	chr7	1115317	1387433
nonCoding40806	Noncoding	chr7	1413878	1433878
MICALL2	Gene	chr7	1462468	1472468
CARD11	Gene	chr7	2991981	3001981
SDK1	Gene	chr7	3535006	3545006
SDK1	Gene	chr7	3821092	3831092
SDK1	Gene	chr7	4068766	4088766
SDK1	Gene	chr7	4123220	4133220
nonCoding40895	Noncoding	chr7	7363234	7373234
ICA1	Gene	chr7	8237255	8257255
nonCoding40915	Noncoding	chr7	8863775	8873775
PHF14	Gene	chr7	11072111	11082111
THSD7A	Gene	chr7	11534540	11571350
nonCoding41073	Noncoding	chr7	11913521	11923521
nonCoding41086	Noncoding	chr7	12069041	12079041
nonCoding41094	Noncoding	chr7	12199898	12209898
TMEM106B	Gene	chr7	12263358	12273358
nonCoding41144	Noncoding	chr7	13287471	13297471
nonCoding41175	Noncoding	chr7	13809655	13819655
AC019117.3	Gene	chr7	17447066	17457066
HDAC9	Gene	chr7	18477745	18487745
HDAC9	Gene	chr7	18497745	18556976
TWIST1	Gene	chr7	19071197	19128231
nonCoding41342	Noncoding	chr7	19610432	19630432
nonCoding41386	Noncoding	chr7	20530035	20540035
ABCB5	Gene	chr7	20692675	20702675
IGF2BP3	Gene	chr7	23369987	23379987
CYCS	Gene	chr7	25162744	25172744
SKAP2	Gene	chr7	26838689	26848689
nonCoding41699	Noncoding	chr7	29685098	29695098
SCRN1,FKBP14,PLEKHA8	Gene	chr7	30001937	30148055
ZNRF2	Gene	chr7	30335443	30375387
GHRHR,nonCoding41722	Gene	chr7	31023662	31090900
BBS9	Gene	chr7	33286848	33336848
nonCoding41882	Noncoding	chr7	36000551	36031373
ELMO1	Gene	chr7	37078675	37088675
ELMO1	Gene	chr7	37123861	37133861
SUGCT	Gene	chr7	40592408	40602408
nonCoding42014	Noncoding	chr7	41526467	41556986
nonCoding42048	Noncoding	chr7	41977021	41997021
nonCoding42060,nonCoding42059	Noncoding	chr7	42386606	42437006
nonCoding42074,nonCoding42076	Noncoding	chr7	42569747	42603542
nonCoding42091	Noncoding	chr7	42777098	42787098
nonCoding42109	Noncoding	chr7	43081555	43091555
nonCoding42110	Noncoding	chr7	43106400	43116400
CAMK2B,YKT6	Gene	chr7	44252413	44262413
nonCoding42131	Noncoding	chr7	44939906	44949906
HUS1	Gene	chr7	47795882	47805882
HUS1,PKD1L1	Gene	chr7	47920163	47930163
ZPBP,VWC2	Gene	chr7	49936739	50003745
nonCoding42432	Noncoding	chr7	52056099	52066099
nonCoding42478	Noncoding	chr7	52714401	52724401
nonCoding42482	Noncoding	chr7	52770005	52780005
nonCoding42602	Noncoding	chr7	54571062	54599131
nonCoding42606	Noncoding	chr7	54664460	54674460
nonCoding42626	Noncoding	chr7	54930142	54940142
EGFR	Gene	chr7	55106784	55156784
nonCoding42723	Noncoding	chr7	57937926	57947926
nonCoding42793	Noncoding	chr7	63424801	63444801
AC115220.1,nonCoding42795,ZNF727	Gene	chr7	63470880	63543137
nonCoding42841,nonCoding42842	Noncoding	chr7	65278836	65309561
nonCoding42849	Noncoding	chr7	65897094	65907094
nonCoding42863	Noncoding	chr7	66356903	66366903
TMEM248	Gene	chr7	66412736	66432736
BAZ1B,BCL7B	Gene	chr7	72878482	72959339
nonCoding43050	Noncoding	chr7	73288653	73315288
GTF2IRD1	Gene	chr7	73913774	73923774
CCDC146	Gene	chr7	76910999	76930999
nonCoding43159	Noncoding	chr7	80897080	80907080
nonCoding43212	Noncoding	chr7	82346625	82356625
SEMA3E	Gene	chr7	83019578	83049116
SEMA3A	Gene	chr7	83967850	83977850
nonCoding43263	Noncoding	chr7	84442520	84452520
nonCoding43266	Noncoding	chr7	84472520	84482520
KIAA1324L	Gene	chr7	86510833	86520833
nonCoding43362	Noncoding	chr7	86695650	86715946
SLC25A40	Gene	chr7	87480533	87490533
ADAM22	Gene	chr7	87768756	87778756
nonCoding43421	Noncoding	chr7	89157113	89167113
CYP51A1,LRRD1	Gene	chr7	91732700	91837817
ANKIB1	Gene	chr7	91939333	91949333
nonCoding43642	Noncoding	chr7	96950472	96960472
nonCoding43706	Noncoding	chr7	98867240	98877240
CYP3A4	Gene	chr7	99374598	99384598
nonCoding43721	Noncoding	chr7	100902388	100922388
CUX1	Gene	chr7	101592440	101602440
CUX1	Gene	chr7	101693984	101723984
LHFPL3	Gene	chr7	104289077	104299077
nonCoding43762	Noncoding	chr7	105763068	105773068
SLC26A4	Gene	chr7	107346774	107356774
nonCoding43870,nonCoding43871	Noncoding	chr7	108844180	108864180
nonCoding43875	Noncoding	chr7	108884847	108922345
nonCoding43911	Noncoding	chr7	109522952	109532952
DOCK4	Gene	chr7	111412667	111441373
PPP1R3A	Gene	chr7	113550878	113570878
PPP1R3A	Gene	chr7	113587900	113607900
FOXP2	Gene	chr7	114048739	114058739
nonCoding44110	Noncoding	chr7	115380292	115390292
LSM8	Gene	chr7	117821959	117831959
nonCoding44173	Noncoding	chr7	118193275	118203275
nonCoding44189	Noncoding	chr7	118420218	118440218
nonCoding44208,nonCoding44212	Noncoding	chr7	118700280	118795613
nonCoding44223	Noncoding	chr7	118915777	118945777
nonCoding44226	Noncoding	chr7	118986202	118996202
nonCoding44232,nonCoding44231	Noncoding	chr7	119059193	119089193
nonCoding44256	Noncoding	chr7	119446915	119456915
nonCoding44270	Noncoding	chr7	119648368	119658368
nonCoding44278	Noncoding	chr7	119746171	119756171
KCND2	Gene	chr7	120368168	120378168
nonCoding44293,nonCoding44294	Noncoding	chr7	120497893	120547893
nonCoding44321	Noncoding	chr7	121363615	121373615
nonCoding44489	Noncoding	chr7	125393386	125403386
nonCoding44567,nonCoding44566	Noncoding	chr7	128248244	128308512
UBE2H	Gene	chr7	129544254	129554254
EXOC4	Gene	chr7	133065046	133075046
nonCoding44685	Noncoding	chr7	134025906	134035906
nonCoding44740,nonCoding44739	Noncoding	chr7	135802899	135862904
nonCoding44785	Noncoding	chr7	136492341	136502341
DGKI	Gene	chr7	137244005	137274517
DGKI	Gene	chr7	137290126	137354566
LUC7L2,C7orf55-LUC7L2	Gene	chr7	139018480	139133713
HIPK2	Gene	chr7	139257890	139267890
nonCoding44835	Noncoding	chr7	141196466	141206466
WEE2,KIAA1147	Gene	chr7	141402139	141412139
MGAM,CLEC5A	Gene	chr7	141643428	141653428
nonCoding44857	Noncoding	chr7	142670579	142690579
GSTK1	Gene	chr7	142955340	142965340
nonCoding44883	Noncoding	chr7	143856102	143866102
TPK1	Gene	chr7	144158120	144178120
CNTNAP2	Gene	chr7	147365347	147375347
nonCoding45023	Noncoding	chr7	150306454	150316454
nonCoding45024	Noncoding	chr7	150343102	150353102
KMT2C	Gene	chr7	152027291	152037291
KMT2C	Gene	chr7	152111954	152121954
nonCoding45064,nonCoding45065	Noncoding	chr7	152676137	152706137
nonCoding45115	Noncoding	chr7	153373865	153393865
nonCoding45174	Noncoding	chr7	155904184	155914184
UBE3C	Gene	chr7	156932200	156974561
PTPRN2	Gene	chr7	157356240	157422739
PTPRN2	Gene	chr7	157452350	157826789
PTPRN2	Gene	chr7	157852838	157991205
PTPRN2	Gene	chr7	158155619	158337038
ESYT2	Gene	chr7	158523263	158644050
MYOM2	Gene	chr8	2075649	2085649
CSMD1	Gene	chr8	2844999	2854999
nonCoding45488	Noncoding	chr8	9868913	9878913
XKR6	Gene	chr8	10890873	10900873
nonCoding45513,nonCoding45515	Noncoding	chr8	11417818	11472915
SGCZ	Gene	chr8	14720165	14730165
MSR1	Gene	chr8	16359089	16383274
nonCoding45680	Noncoding	chr8	18995408	19005408
LPL	Gene	chr8	19793652	19803652
LZTS1	Gene	chr8	20126049	20136049
nonCoding45771	Noncoding	chr8	20921607	20931607
PIWIL2	Gene	chr8	22138072	22148072
TNFRSF10D	Gene	chr8	22991848	23016701
nonCoding45852	Noncoding	chr8	23675840	23685840
nonCoding45868,nonCoding45867	Noncoding	chr8	23891632	23931632
nonCoding45881	Noncoding	chr8	24053252	24073252
DOCK5	Gene	chr8	25176138	25199354
KCTD9,CDCA2	Gene	chr8	25286029	25352721
CDCA2,nonCoding45933,nonCoding45934	Gene	chr8	25356002	25406002
nonCoding46083	Noncoding	chr8	30105370	30135370
nonCoding46143	Noncoding	chr8	32821773	32831773
nonCoding46145,nonCoding46148	Noncoding	chr8	32848469	32917960
nonCoding46160	Noncoding	chr8	33030070	33040070
nonCoding46271,nonCoding46269,nonCoding46270	Noncoding	chr8	34739421	34786273
nonCoding46289	Noncoding	chr8	35010325	35020325
nonCoding46291	Noncoding	chr8	35057365	35067365
nonCoding46294	Noncoding	chr8	35685174	35695174
nonCoding46305	Noncoding	chr8	35811496	35821496
nonCoding46313	Noncoding	chr8	35900995	35910995
nonCoding46331,nonCoding46332,nonCoding46334,nonCoding46333	Noncoding	chr8	36144555	36199314
nonCoding46337,nonCoding46340,nonCoding46338	Noncoding	chr8	36209314	36357665
nonCoding46343	Noncoding	chr8	36395361	36405361
nonCoding46405	Noncoding	chr8	37348034	37358034
nonCoding46408	Noncoding	chr8	37388677	37398677
ERLIN2	Gene	chr8	37598146	37608146
nonCoding46423	Noncoding	chr8	37766665	37776665
nonCoding46436	Noncoding	chr8	38442340	38452340
nonCoding46456,nonCoding46455,nonCoding46457	Noncoding	chr8	39273256	39401097
nonCoding46523	Noncoding	chr8	41081785	41091785
nonCoding46535	Noncoding	chr8	41296043	41306043
PLAT	Gene	chr8	42061527	42071527
CHRNB3	Gene	chr8	42558673	42582528
CHRNA6	Gene	chr8	42600151	42661607
HOOK3,AC110275.1	Gene	chr8	42865428	42875428
FNTA,AC110275.1	Gene	chr8	42911879	42931879
nonCoding46674	Noncoding	chr8	47734896	47744896
SPIDR	Gene	chr8	48462567	48472567
PRKDC	Gene	chr8	48780450	48800700
MCM4	Gene	chr8	48879536	48889536
nonCoding46742,nonCoding46744	Noncoding	chr8	49495411	49525411
SNTG1	Gene	chr8	51484839	51494839
PCMTD1	Gene	chr8	52693649	52798279
ST18	Gene	chr8	53123987	53183987
ST18	Gene	chr8	53248699	53300363
nonCoding46943,nonCoding46942	Noncoding	chr8	54218773	54248773
ATP6V1H	Gene	chr8	54707721	54742295
nonCoding47035,nonCoding47036	Noncoding	chr8	56967474	57015445
nonCoding47099	Noncoding	chr8	58126578	58136578
nonCoding47111	Noncoding	chr8	58295482	58305482
nonCoding47112	Noncoding	chr8	58312144	58322144
nonCoding47181	Noncoding	chr8	59663226	59673226
CLVS1	Gene	chr8	62226053	62236053
nonCoding47315	Noncoding	chr8	62874089	62884089
nonCoding47340	Noncoding	chr8	64036871	64065044
MYBL1	Gene	chr8	67475188	67545596
VCPIP1	Gene	chr8	67551269	67561269
SGK3,C8orf44-SGK3	Gene	chr8	67625200	67635200
MCMDC2	Gene	chr8	67779859	67789859
PPP1R42	Gene	chr8	67915401	67941506
CSPP1,COPS5	Gene	chr8	67982996	68037335
ARFGEF1,CSPP1	Gene	chr8	68052050	68093375
PREX2	Gene	chr8	69088012	69098012
nonCoding47556	Noncoding	chr8	69819194	69829194
SBSPON	Gene	chr8	74017049	74027049
nonCoding47749	Noncoding	chr8	74980349	75000349
nonCoding47806	Noncoding	chr8	76103227	76123227
nonCoding47868	Noncoding	chr8	77236247	77246247
nonCoding48000	Noncoding	chr8	79732145	79742145
nonCoding48031	Noncoding	chr8	80187091	80197091
ZNF704	Gene	chr8	81567281	81589199
ZNF704	Gene	chr8	81639199	81665425
nonCoding48100	Noncoding	chr8	82057268	82077268
nonCoding48106,nonCoding48107	Noncoding	chr8	82132767	82152767
nonCoding48114	Noncoding	chr8	82243554	82253554
nonCoding48166	Noncoding	chr8	83268284	83278284
nonCoding48249	Noncoding	chr8	84549199	84559199
nonCoding48257	Noncoding	chr8	84674860	84684860
nonCoding48278	Noncoding	chr8	85010725	85020725
RALYL	Gene	chr8	85302518	85312518
RALYL	Gene	chr8	85566589	85576589
nonCoding48310	Noncoding	chr8	86912529	86922529
MMP16	Gene	chr8	89285269	89295269
nonCoding48410	Noncoding	chr8	90235037	90245037
nonCoding48473	Noncoding	chr8	91430091	91440091
TMEM64	Gene	chr8	91736964	91746964
SLC26A7	Gene	chr8	92378755	92388755
nonCoding48499	Noncoding	chr8	92540288	92550288
RUNX1T1	Gene	chr8	93092857	93112857
nonCoding48530	Noncoding	chr8	93163099	93173099
nonCoding48576	Noncoding	chr8	93740180	93750180
nonCoding48585	Noncoding	chr8	93844242	93864242
nonCoding48598	Noncoding	chr8	94146474	94156474
nonCoding48646	Noncoding	chr8	94983023	94993023
nonCoding48702	Noncoding	chr8	96644729	96654729
MTERF3,PTDSS1	Gene	chr8	97274571	97284571
CPQ	Gene	chr8	97800127	97820127
nonCoding48770	Noncoding	chr8	98390930	98400930
STK3	Gene	chr8	99807395	99817395
VPS13B	Gene	chr8	100064955	100394450
VPS13B	Gene	chr8	100776206	100815557
SNX31	Gene	chr8	101643613	101653613
nonCoding48834,nonCoding48835	Noncoding	chr8	102023213	102053213
nonCoding48914	Noncoding	chr8	104467634	104498379
RIMS2	Gene	chr8	104560708	104607926
RIMS2	Gene	chr8	104932078	104962078
ZFPM2	Gene	chr8	106157768	106167768
nonCoding48926	Noncoding	chr8	106852610	106872610
nonCoding49053	Noncoding	chr8	110168544	110178544
nonCoding49108	Noncoding	chr8	111461714	111471714
nonCoding49249	Noncoding	chr8	114898423	114908423
nonCoding49313	Noncoding	chr8	115890109	115900109
nonCoding49396	Noncoding	chr8	117434118	117444118
DEPTOR	Gene	chr8	120912668	120938539
SNTB1	Gene	chr8	121765078	121775078
nonCoding49527	Noncoding	chr8	122067942	122097422
nonCoding49590,nonCoding49591	Noncoding	chr8	123055011	123089000
nonCoding49599	Noncoding	chr8	123151222	123161222
FAM83A	Gene	chr8	124219692	124229692
ZHX1,C8orf76,ZHX1-C8orf76	Gene	chr8	124254081	124264081
ATAD2	Gene	chr8	124345557	124355557
FAM91A1	Gene	chr8	124826761	124836761
FER1L6	Gene	chr8	124956567	124966567
FER1L6	Gene	chr8	125005635	125015635
ZNF572	Gene	chr8	125991008	126001008
nonCoding49736	Noncoding	chr8	126940250	126960250
nonCoding49744	Noncoding	chr8	127036636	127056636
nonCoding49753,nonCoding49750,nonCoding49754,nonCoding49752,nonCoding49751	Noncoding	chr8	127096636	127156636
nonCoding49763,nonCoding49761,nonCoding49762	Noncoding	chr8	127218201	127313720
nonCoding49776	Noncoding	chr8	127501838	127511838
nonCoding49833	Noncoding	chr8	128448859	128458859
nonCoding49857	Noncoding	chr8	128725883	128735883
nonCoding49917	Noncoding	chr8	129540099	129570099
nonCoding49944	Noncoding	chr8	129974367	129984367
nonCoding49966	Noncoding	chr8	130220324	130230324
FAM49B	Gene	chr8	130955965	130965965
nonCoding50017	Noncoding	chr8	131560687	131570687
ADCY8	Gene	chr8	131820262	131830262
ADCY8	Gene	chr8	132033894	132043894
nonCoding50116	Noncoding	chr8	134433797	134443797
nonCoding50132	Noncoding	chr8	134771282	134781282
nonCoding50142	Noncoding	chr8	134862291	134933519
nonCoding50151,nonCoding50152	Noncoding	chr8	134949739	135099005
nonCoding50193	Noncoding	chr8	135799759	135809759
nonCoding50240	Noncoding	chr8	136416361	136426361
nonCoding50318	Noncoding	chr8	137789615	137799615
nonCoding50394	Noncoding	chr8	138943554	139012528
nonCoding50435	Noncoding	chr8	140287147	140297147
KCNK9	Gene	chr8	140675163	140709946
nonCoding50468	Noncoding	chr8	142050207	142060207
nonCoding50534,nonCoding50535	Noncoding	chr8	144016839	144046839
WDR97	Gene	chr8	145171068	145234565
ARHGAP39	Gene	chr8	145783101	145793101
nonCoding50548	Noncoding	chr8	145861319	145871319
nonCoding50559	Noncoding	chr8	146241182	146251182
KANK1	Gene	chr9	653575	663575
DMRT1	Gene	chr9	938853	958947
SMARCA2	Gene	chr9	2119538	2139538
RFX3	Gene	chr9	3505629	3515629
PLGRKT	Gene	chr9	5369625	5389625
RIC1	Gene	chr9	5629289	5639289
nonCoding50762	Noncoding	chr9	6301252	6311252
PTPRD	Gene	chr9	9116610	9126610
PTPRD	Gene	chr9	9653375	9673375
PTPRD	Gene	chr9	9738472	9748472
nonCoding50885	Noncoding	chr9	11095254	11105254
nonCoding50889	Noncoding	chr9	11152651	11162651
nonCoding51048,nonCoding51044,nonCoding51045,nonCoding51046	Noncoding	chr9	13825225	13901817
CCDC171	Gene	chr9	15649719	15659719
DENND4C	Gene	chr9	19343043	19353043
MLLT3	Gene	chr9	20437423	20447423
nonCoding51224	Noncoding	chr9	21645672	21655672
nonCoding51298	Noncoding	chr9	23050293	23087974
ELAVL2	Gene	chr9	23739851	23769861
nonCoding51358	Noncoding	chr9	24122337	24132337
nonCoding51373	Noncoding	chr9	24370148	24380148
nonCoding51385	Noncoding	chr9	24523915	24533915
nonCoding51386	Noncoding	chr9	24547643	24567643
nonCoding51397	Noncoding	chr9	24707846	24717846
nonCoding51419	Noncoding	chr9	25079131	25089131
nonCoding51570	Noncoding	chr9	27779039	27789039
nonCoding51645	Noncoding	chr9	29535115	29545115
nonCoding51647	Noncoding	chr9	29555339	29565339
nonCoding51665	Noncoding	chr9	29805879	29815879
nonCoding51802	Noncoding	chr9	31999991	32009991
nonCoding51806	Noncoding	chr9	32060692	32070692
nonCoding51809	Noncoding	chr9	32107433	32117433
nonCoding51860	Noncoding	chr9	33677383	33687383
DCAF12	Gene	chr9	34078991	34088991
nonCoding51895	Noncoding	chr9	35982334	35992334
MELK	Gene	chr9	36621310	36641310
MELK,nonCoding51905,nonCoding51906	Gene	chr9	36670145	36700145
nonCoding51957	Noncoding	chr9	38490539	38500539
MAMDC2	Gene	chr9	72779897	72789897
ABHD17B	Gene	chr9	74509011	74519011
nonCoding52132	Noncoding	chr9	76983869	77003869
nonCoding52150	Noncoding	chr9	77795850	77805850
nonCoding52162	Noncoding	chr9	77959199	77969199
PCSK5	Gene	chr9	78737898	78747898
nonCoding52283	Noncoding	chr9	81518507	81528507
nonCoding52422	Noncoding	chr9	83654082	83664082
SPATA31D3	Gene	chr9	84563994	84573994
SPATA31D1	Gene	chr9	84578828	84609292
nonCoding52476	Noncoding	chr9	84698753	84718753
nonCoding52481	Noncoding	chr9	84748753	84778726
AGTPBP1	Gene	chr9	88219210	88229210
C9orf153	Gene	chr9	88844882	88864882
nonCoding52750	Noncoding	chr9	90413681	90423681
SPIN1,nonCoding52774	Gene	chr9	90915223	91090498
nonCoding52782	Noncoding	chr9	91215938	91225938
nonCoding52795	Noncoding	chr9	91368278	91378278
SECISBP2	Gene	chr9	91936439	91946439
nonCoding52835	Noncoding	chr9	92322568	92332568
nonCoding52846	Noncoding	chr9	92698812	92708812
nonCoding52881	Noncoding	chr9	93180490	93190490
AAED1	Gene	chr9	99417790	99427790
nonCoding53059,nonCoding53060,ZNF510	Gene	chr9	99480074	99553690
nonCoding53089	Noncoding	chr9	100718412	100728412
nonCoding53096	Noncoding	chr9	101632264	101642264
SEC61B,ALG2,nonCoding53107	Gene	chr9	101964201	101994201
nonCoding53146	Noncoding	chr9	102506960	102526960
nonCoding53150	Noncoding	chr9	102569585	102579585
TEX10	Gene	chr9	103101717	103133745
nonCoding53166	Noncoding	chr9	103468988	103478988
nonCoding53310	Noncoding	chr9	106599460	106609460
nonCoding53311	Noncoding	chr9	106632053	106642053
SMC2	Gene	chr9	106876879	106896879
OR13F1	Gene	chr9	107256531	107266531
ZNF618	Gene	chr9	116663180	116713180
DEC1	Gene	chr9	117906723	117916723
nonCoding53770	Noncoding	chr9	118773516	118803516
nonCoding53772	Noncoding	chr9	118825458	118835458
TTLL11	Gene	chr9	124780767	124790767
MRRF	Gene	chr9	125079390	125089390
OR1L8	Gene	chr9	125321098	125331098
RABGAP1,GPR21	Gene	chr9	125790305	125800305
NR6A1	Gene	chr9	127272821	127292821
NR6A1	Gene	chr9	127351196	127476030
GOLGA1	Gene	chr9	127677470	127687470
GAPVD1	Gene	chr9	128045350	128055350
GARNL3	Gene	chr9	130096897	130106897
USP20	Gene	chr9	132608705	132645395
NUP214	Gene	chr9	134027908	134037908
NUP214	Gene	chr9	134081474	134091474
PRRC2B	Gene	chr9	134280241	134290241
MED27	Gene	chr9	134933799	134943799
RXRA	Gene	chr9	137193108	137238997
nonCoding54185	Noncoding	chr9	137455941	137465941
GLT6D1	Gene	chr9	138522226	138532226
SEC16A	Gene	chr9	139354455	139364455
EDF1,MAMDC4	Gene	chr9	139749927	139771404
nonCoding86303,nonCoding86304,nonCoding86302	Noncoding	chrX	616426	737392
nonCoding86307	Noncoding	chrX	973598	995972
nonCoding86311	Noncoding	chrX	1594056	1864859
